,city,state,country,lat,lng,localtime,tz_id,last_updated,temp_c,condition,wind_mph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,vis_km,uv,gust_mph
270,Krishnanagar,West Bengal,India,23.4,88.5,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,32.7,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",15.0,127,SE,1006.0,29.69,0.1,0.0,66,100,40.6,10.0,7.0,18.8
271,Kulti,West Bengal,India,23.73,86.85,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,32.2,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",15.9,101,ESE,1005.0,29.68,0.2,0.01,65,64,39.0,10.0,7.0,21.5
272,Kumbakonam,Tamil Nadu,India,10.97,79.38,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,31.8,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",15.0,267,W,1009.0,29.81,0.0,0.0,44,19,33.4,10.0,8.0,17.2
273,Kurichi Lozy,Mykolayivs'ka Oblast',Ukraine,48.08,30.35,2023-07-22 7:57,Europe/Kiev,2023-07-22 07:45,20.7,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",8.9,147,SSE,1014.0,29.95,0.0,0.0,61,44,20.7,10.0,6.0,14.3
274,Kurnool,Andhra Pradesh,India,15.83,78.05,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,24.7,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",16.1,269,W,1008.0,29.75,0.0,0.0,77,62,26.6,10.0,6.0,21.9
275,Lakhimpur,Uttar Pradesh,India,27.95,80.77,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,34.6,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",17.2,113,ESE,1005.0,29.69,0.1,0.0,52,78,40.9,10.0,7.0,20.4
276,Lalitpur,,Nepal,27.67,85.33,2023-07-22 10:42,Asia/Kathmandu,2023-07-22 10:30,27.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",2.2,175,S,1017.0,30.03,0.4,0.02,70,75,30.1,6.0,6.0,2.0
277,Latur,Maharashtra,India,18.4,76.58,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,22.3,"['Light drizzle', 1153, '//cdn.weatherapi.com/weather/64x64/day/266.png']",17.7,264,W,1006.0,29.71,0.3,0.01,89,100,24.7,2.0,5.0,23.9
278,Loni,Uttar Pradesh,India,28.75,77.28,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,32.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",9.4,110,ESE,1007.0,29.74,0.0,0.0,75,75,35.9,3.5,7.0,16.8
279,Lucknow,Uttar Pradesh,India,26.85,80.92,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,31.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",11.9,80,E,1005.0,29.68,0.0,0.0,84,75,33.6,5.0,7.0,19.2
280,Ludhiana,Punjab,India,30.9,75.85,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,29.5,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",13.9,133,SE,1005.0,29.66,0.4,0.02,76,79,35.0,10.0,6.0,19.0
281,Machilipatnam,Andhra Pradesh,India,16.17,81.13,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,28.0,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",5.6,230,SW,1003.0,29.62,0.0,0.0,84,100,29.6,6.0,7.0,16.6
282,Madanapalle,Andhra Pradesh,India,13.55,78.5,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,28.3,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",26.6,278,W,1009.0,29.8,0.0,0.0,50,49,29.1,10.0,7.0,30.6
283,Madavaram,Tamil Nadu,India,13.15,80.24,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,32.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",15.0,240,WSW,1006.0,29.71,0.0,0.0,63,75,34.5,5.0,8.0,21.5
284,Madhyamgram,West Bengal,India,22.7,88.45,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,32.0,"['Moderate or heavy rain with thunder', 1276, '//cdn.weatherapi.com/weather/64x64/day/389.png']",10.5,90,E,1005.0,29.68,0.1,0.0,75,75,39.2,2.8,7.0,17.2
285,Madurai,Tamil Nadu,India,9.93,78.12,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,35.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",20.6,280,W,1008.0,29.77,0.0,0.0,44,25,37.8,6.0,8.0,11.6
286,Mahbubnagar,Andhra Pradesh,India,16.73,77.98,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,23.3,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",15.0,263,W,1008.0,29.75,0.0,0.0,84,100,25.4,10.0,5.0,20.1
287,Mahesana,Gujarat,India,23.6,72.4,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,31.8,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",8.1,296,WNW,1003.0,29.63,0.0,0.0,68,100,38.9,10.0,7.0,9.2
288,Mainpuri,Uttar Pradesh,India,27.23,79.02,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,37.3,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",13.9,110,ESE,1003.0,29.62,0.0,0.0,43,19,43.6,10.0,9.0,15.9
289,Malegaon,Maharashtra,India,20.55,74.53,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,23.4,"['Moderate or heavy rain shower', 1243, '//cdn.weatherapi.com/weather/64x64/day/356.png']",14.1,257,WSW,1005.0,29.67,2.7,0.11,93,70,25.7,7.0,5.0,19.7
290,Mandsaur,Madhya Pradesh,India,24.07,75.07,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,30.9,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",2.5,348,NNW,1003.0,29.63,0.7,0.03,66,88,36.1,9.0,7.0,4.3
291,Mandya,Karnataka,India,12.52,76.9,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,27.2,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",21.7,271,W,1011.0,29.86,0.0,0.0,53,88,28.0,10.0,6.0,25.1
292,Mangalore,Karnataka,India,12.86,74.84,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,25.0,"['Light rain', 1183, '//cdn.weatherapi.com/weather/64x64/day/296.png']",6.9,260,W,1011.0,29.85,1.0,0.04,94,100,27.1,5.0,6.0,28.9
293,Mangochi,Mangochi,Malawi,-14.47,35.27,2023-07-22 6:58,Africa/Blantyre,2023-07-22 06:45,15.9,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/day/119.png']",8.1,166,SSE,1026.0,30.29,0.0,0.0,91,70,15.9,10.0,1.0,11.2
294,Mathura,Uttar Pradesh,India,27.5,77.68,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,37.5,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",14.3,128,SE,1003.0,29.61,0.0,0.0,42,27,43.7,10.0,9.0,16.6
295,Maunath Bhanjan,Uttar Pradesh,India,25.94,83.56,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,34.8,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",19.0,105,ESE,1004.0,29.66,0.0,0.0,50,100,40.9,10.0,7.0,21.9
296,Medinipur,West Bengal,India,22.43,87.33,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,30.7,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",13.6,129,SE,1005.0,29.66,1.6,0.06,75,100,37.8,10.0,7.0,28.2
297,Meerut,Uttar Pradesh,India,28.98,77.7,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,30.3,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",14.1,108,ESE,1005.0,29.69,0.0,0.0,72,100,36.2,10.0,7.0,18.3
298,Mira,,Morocco,29.7,-9.47,2023-07-22 5:58,Africa/Casablanca,2023-07-22 05:45,20.4,"['Clear', 1000, '//cdn.weatherapi.com/weather/64x64/night/113.png']",4.7,241,WSW,1011.0,29.85,0.0,0.0,75,0,20.4,10.0,1.0,9.8
299,Mirzapur-Cum-Vindhyachal,Uttar Pradesh,India,25.15,82.58,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,35.2,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",16.3,95,E,1003.0,29.62,0.1,0.0,50,96,41.7,10.0,8.0,20.6
300,Mogadishu,Banaadir,Somalia,2.07,45.37,2023-07-22 7:58,Africa/Mogadishu,2023-07-22 07:45,26.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/night/116.png']",18.6,200,SSW,1016.0,30.0,0.0,0.0,89,75,29.4,10.0,1.0,24.2
301,Moradabad,Uttar Pradesh,India,28.83,78.78,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,29.1,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",14.1,89,E,1006.0,29.71,0.6,0.02,76,90,34.1,10.0,6.0,23.0
302,Morena,Madhya Pradesh,India,26.5,78.0,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,37.5,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",13.2,120,ESE,1002.0,29.6,0.0,0.0,41,24,43.7,10.0,9.0,15.2
303,Morvi,Gujarat,India,22.82,70.83,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,30.7,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",13.2,270,W,1004.0,29.65,0.0,0.0,69,100,36.5,10.0,7.0,15.7
304,Motihari,Bihar,India,26.65,84.92,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,35.3,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/day/119.png']",19.9,109,ESE,1006.0,29.7,0.0,0.0,48,68,41.3,10.0,8.0,22.8
305,Muktsar,Punjab,India,30.48,74.52,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,35.5,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",12.5,129,SE,1003.0,29.62,0.0,0.0,51,44,42.7,10.0,9.0,14.3
306,Munger,Bihar,India,25.38,86.47,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,33.8,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",17.2,105,ESE,1006.0,29.7,0.1,0.0,57,100,40.5,10.0,7.0,20.8
307,Murwara,Madhya Pradesh,India,23.85,80.4,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,32.4,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",13.9,93,E,1003.0,29.6,0.0,0.0,58,51,37.7,10.0,8.0,15.9
308,Mustafabad,Punjab,Pakistan,30.77,73.7,2023-07-22 9:58,Asia/Karachi,2023-07-22 09:45,35.3,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",8.1,120,ESE,1002.0,29.59,0.0,0.0,49,32,41.6,10.0,9.0,10.1
309,Muzaffarnagar,Uttar Pradesh,India,29.47,77.68,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,27.9,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/day/119.png']",13.9,99,E,1006.0,29.71,0.0,0.0,83,64,32.5,10.0,6.0,18.1
310,Muzaffarpur,Bihar,India,26.12,85.4,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,34.4,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/day/119.png']",20.4,108,ESE,1006.0,29.7,0.0,0.0,54,80,41.0,10.0,7.0,23.5
311,Mysore,Karnataka,India,12.31,76.65,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,26.4,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",19.9,268,W,1012.0,29.88,0.0,0.0,55,100,27.3,10.0,6.0,22.8
312,Nabadwip,West Bengal,India,23.42,88.37,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,32.8,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",14.8,125,SE,1005.0,29.69,0.2,0.01,65,90,40.5,10.0,7.0,18.8
313,Nadiad,Gujarat,India,22.7,72.87,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,29.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",6.9,270,W,1002.0,29.59,0.3,0.01,89,100,34.2,3.0,6.0,13.4
314,Nagaon,Maharashtra,India,17.47,73.62,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,24.2,"['Moderate or heavy rain shower', 1243, '//cdn.weatherapi.com/weather/64x64/day/356.png']",4.7,266,W,1008.0,29.78,3.5,0.14,96,100,27.0,7.0,5.0,8.5
315,Nagapattinam,Tamil Nadu,India,10.77,79.83,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,32.0,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",16.6,270,W,1009.0,29.8,0.0,0.0,47,21,34.2,10.0,8.0,20.1
316,Nagaur,Rajasthan,India,27.2,73.73,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,34.5,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",4.0,272,W,1003.0,29.62,0.0,0.0,52,23,40.6,10.0,8.0,4.7
317,Nagda,Madhya Pradesh,India,23.45,75.42,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,27.8,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",7.6,277,W,1004.0,29.64,0.6,0.02,79,78,31.8,9.0,6.0,12.3
318,Nagercoil,Tamil Nadu,India,8.19,77.43,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,30.7,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",17.9,289,WNW,1012.0,29.88,0.1,0.0,55,88,33.5,10.0,7.0,22.1
319,Nagpur,Maharashtra,India,21.15,79.1,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,27.0,"['Light rain', 1183, '//cdn.weatherapi.com/weather/64x64/day/296.png']",3.8,40,NE,1003.0,29.62,0.3,0.01,100,100,30.4,3.0,6.0,16.1
320,Naihati,West Bengal,India,22.9,88.42,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,32.0,"['Moderate or heavy rain with thunder', 1276, '//cdn.weatherapi.com/weather/64x64/day/389.png']",10.5,90,E,1005.0,29.68,0.1,0.0,75,75,38.4,2.8,7.0,17.2
321,Nalgonda,Andhra Pradesh,India,17.05,79.27,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,28.1,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",20.6,272,W,1005.0,29.68,0.0,0.0,62,100,30.1,10.0,6.0,27.5
322,Nanded,Maharashtra,India,19.15,77.33,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,24.0,"['Light drizzle', 1153, '//cdn.weatherapi.com/weather/64x64/day/266.png']",14.8,269,W,1005.0,29.67,0.3,0.01,90,100,26.3,2.0,5.0,19.2
323,Nandurbar,Maharashtra,India,21.37,74.25,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,24.1,"['Moderate or heavy rain shower', 1243, '//cdn.weatherapi.com/weather/64x64/day/356.png']",12.8,237,WSW,1005.0,29.66,2.6,0.1,95,100,26.8,7.0,5.0,20.4
324,Nandyal,Andhra Pradesh,India,15.48,78.48,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,26.7,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",15.9,280,W,1008.0,29.75,0.0,0.0,70,40,28.7,10.0,7.0,20.4
325,Nangloi Jat,Delhi,India,28.68,77.07,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,32.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",9.4,110,ESE,1007.0,29.74,0.0,0.0,75,75,34.3,3.5,9.0,17.2
326,Narasaraopet,Andhra Pradesh,India,16.25,80.07,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,31.9,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",18.1,274,W,1005.0,29.69,0.0,0.0,52,100,35.0,10.0,7.0,20.8
327,Mumbai,Maharashtra,India,18.98,72.83,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,26.0,"['Moderate rain at times', 1186, '//cdn.weatherapi.com/weather/64x64/day/299.png']",11.9,290,WNW,1006.0,29.71,1.4,0.06,100,100,29.2,1.5,6.0,27.3
328,Mumbai,Maharashtra,India,18.98,72.83,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,26.0,"['Moderate rain at times', 1186, '//cdn.weatherapi.com/weather/64x64/day/299.png']",11.9,290,WNW,1006.0,29.71,1.4,0.06,100,100,29.2,1.5,6.0,27.3
329,Navsari,Gujarat,India,20.85,72.92,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,25.9,"['Moderate or heavy rain shower', 1243, '//cdn.weatherapi.com/weather/64x64/day/356.png']",10.3,231,SW,1005.0,29.68,2.9,0.11,93,93,29.7,7.0,6.0,20.4
330,Neemuch,Madhya Pradesh,India,24.48,74.87,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,33.0,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",8.9,59,ENE,1003.0,29.62,0.6,0.02,54,86,37.9,9.0,7.0,14.3
331,Nellore,Andhra Pradesh,India,14.43,79.97,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,31.7,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",18.8,276,W,1007.0,29.73,0.0,0.0,48,45,34.0,10.0,8.0,22.4
332,New Delhi,Delhi,India,28.6,77.2,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,32.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",9.4,110,ESE,1007.0,29.74,0.0,0.0,75,75,34.5,3.5,8.0,16.8
333,Neyveli,Tamil Nadu,India,11.53,79.48,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,32.9,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",13.4,273,W,1009.0,29.8,0.0,0.0,40,14,34.3,10.0,8.0,15.4
334,Nizamabad,Andhra Pradesh,India,18.67,78.12,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,23.3,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",14.5,260,W,1005.0,29.67,0.0,0.0,90,100,25.5,10.0,5.0,20.6
335,Noida,Uttar Pradesh,India,28.57,77.32,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,32.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",9.4,110,ESE,1007.0,29.74,0.0,0.0,75,75,34.9,3.5,8.0,16.8
336,North Berwick,East Lothian,UK United Kingdom,56.05,-2.73,2023-07-22 5:58,Europe/London,2023-07-22 05:45,8.0,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",3.8,350,N,1007.0,29.74,0.0,0.0,93,100,7.4,10.0,4.0,5.6
337,Dum-Dum,Lac,Chad,13.2,15.38,2023-07-22 5:58,Africa/Ndjamena,2023-07-22 05:45,29.8,"['Clear', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",7.2,203,SSW,1012.0,29.87,0.0,0.0,47,7,30.7,10.0,1.0,12.1
338,Ongole,Andhra Pradesh,India,15.5,80.05,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,32.7,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",22.1,270,W,1006.0,29.7,0.0,0.0,49,90,36.0,10.0,7.0,25.5
339,Orai,Uttar Pradesh,India,25.98,79.47,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,37.0,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",15.0,90,E,1003.0,29.6,0.1,0.0,42,78,43.0,10.0,8.0,18.3
340,Osmanabad,Maharashtra,India,18.17,76.05,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,21.9,"['Light drizzle', 1153, '//cdn.weatherapi.com/weather/64x64/day/266.png']",15.7,256,WSW,1007.0,29.73,0.5,0.02,93,100,21.9,2.0,5.0,21.0
341,Palakkad,Kerala,India,10.77,76.65,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,29.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",8.1,270,W,1011.0,29.85,0.4,0.02,66,50,32.9,6.0,6.0,23.3
342,Palanpur,Gujarat,India,24.17,72.43,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,31.6,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",7.2,303,WNW,1003.0,29.63,0.1,0.0,69,76,38.8,10.0,7.0,8.5
343,Pali,Rajasthan,India,25.77,73.33,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,32.8,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",3.8,281,WNW,1003.0,29.62,0.0,0.0,58,16,38.7,10.0,8.0,4.5
344,Pallavaram,Tamil Nadu,India,12.98,80.18,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,32.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",15.0,240,WSW,1006.0,29.71,0.0,0.0,63,75,33.9,5.0,8.0,21.7
345,Palwal,Haryana,India,28.15,77.33,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,32.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/night/143.png']",9.4,110,ESE,1007.0,29.74,0.0,0.0,75,75,35.3,3.5,1.0,16.1
346,Panihati,West Bengal,India,22.69,88.37,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,32.0,"['Moderate or heavy rain with thunder', 1276, '//cdn.weatherapi.com/weather/64x64/day/389.png']",10.5,90,E,1005.0,29.68,0.1,0.0,75,75,39.0,2.8,7.0,17.4
347,Panipat,Haryana,India,29.39,76.97,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,31.9,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/day/119.png']",14.5,107,ESE,1005.0,29.69,0.0,0.0,65,70,38.5,10.0,7.0,16.8
348,Panvel,Maharashtra,India,18.98,73.1,2023-07-22 10:28,Asia/Kolkata,2023-07-22 10:15,26.0,"['Moderate rain at times', 1186, '//cdn.weatherapi.com/weather/64x64/day/299.png']",11.9,290,WNW,1006.0,29.71,1.8,0.07,100,100,29.8,1.5,6.0,15.7
349,Parbhani,Maharashtra,India,19.27,76.78,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,23.9,"['Light rain', 1183, '//cdn.weatherapi.com/weather/64x64/day/296.png']",16.6,269,W,1005.0,29.67,0.9,0.04,89,100,26.1,9.0,5.0,21.9
350,Patan,Gujarat,India,23.83,72.12,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,32.3,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",7.6,288,WNW,1003.0,29.62,0.0,0.0,67,98,39.8,10.0,7.0,8.7
351,Pathankot,Punjab,India,32.28,75.65,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,26.2,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",5.6,60,ENE,1006.0,29.71,2.3,0.09,92,89,30.1,10.0,6.0,11.6
352,Patiala,Punjab,India,30.33,76.4,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,29.0,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",14.5,119,ESE,1005.0,29.68,0.3,0.01,76,93,33.9,10.0,6.0,19.7
353,Patna,Bihar,India,25.6,85.12,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,33.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",9.4,100,E,1005.0,29.68,0.0,0.0,71,50,38.2,4.0,7.0,21.3
354,Pilibhit,Uttar Pradesh,India,28.63,79.8,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,28.5,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",11.2,81,E,1007.0,29.72,0.7,0.03,82,59,33.8,10.0,6.0,19.0
355,Chinchwad,Maharashtra,India,18.62,73.78,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,22.0,"['Light drizzle', 1153, '//cdn.weatherapi.com/weather/64x64/day/266.png']",7.6,252,WSW,1008.0,29.76,0.5,0.02,94,100,24.6,2.0,5.0,9.8
356,Porbandar,Gujarat,India,21.63,69.6,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,27.7,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/night/119.png']",14.1,262,W,1003.0,29.63,0.0,0.0,84,74,32.4,10.0,1.0,19.5
357,Port Blair,Andaman and Nicobar Islands,India,11.67,92.75,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,27.6,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",14.3,252,WSW,1011.0,29.84,0.0,0.0,73,59,30.5,10.0,7.0,18.1
358,Proddatur,Andhra Pradesh,India,14.73,78.55,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,28.0,"['Light rain', 1183, '//cdn.weatherapi.com/weather/64x64/day/296.png']",12.5,270,W,1006.0,29.71,0.0,0.0,70,75,28.7,6.0,7.0,28.9
359,Puducherry,Puducherry,India,11.93,79.83,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,32.1,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",17.0,275,W,1009.0,29.79,0.0,0.0,48,14,34.6,10.0,8.0,20.1
360,Pudukkottai,Tamil Nadu,India,10.38,78.82,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,33.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",23.0,270,W,1008.0,29.77,0.0,0.0,49,50,33.7,8.0,8.0,13.4
361,Pune,Maharashtra,India,18.53,73.87,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,22.4,"['Light drizzle', 1153, '//cdn.weatherapi.com/weather/64x64/day/266.png']",8.5,255,WSW,1008.0,29.76,0.4,0.02,92,100,24.8,2.0,5.0,10.3
362,Puri,Orissa,India,19.8,85.85,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,29.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",8.1,110,ESE,1004.0,29.65,0.7,0.03,84,50,34.0,5.0,6.0,19.9
